form,tags
abeja machiega,
abeja maesa,
abeja maestra,
abeja melífera,
abeja neutra,
abeja obrera,
abeja reina,
abejar,
abejares,['plural']
abejarrones,['plural']
abejarrón,
abejaruco,
abejarucos,['plural']
abejas,['plural']
abejas albañilas,['plural']
abejas carpinteras,['plural']
abejas de miel,['plural']
abejas machiegas,['plural']
abejas maesas,['plural']
abejas maestras,['plural']
abejas melíferas,['plural']
abejas neutras,['plural']
abejas obreras,['plural']
abejas reinas,['plural']
abejera,['feminine']
abejeras,['plural']
abejeras,"['feminine', 'plural']"
abejero,
abejeros,['plural']
abejita,
abejitas,['plural']
abejones,['plural']
abejorro,
abejorros,['plural']
abejón,
abelisáurido,
abelisáuridos,['plural']
abelmosco,
abelmoscos,['plural']
abelonita,
abelonitas,['plural']
abencerraje,
abencerrajes,['plural']
abenuces,['plural']
abenuz,
aberraciones,['plural']
aberraciones esféricas,['plural']
aberración,
aberración cromática,
aberración esférica,
abertal,
abertales,['plural']
abertura,
aberturas,['plural']
abertzale,
abertzales,['plural']
abertzalismo,
abertzalismos,['plural']
aberzale,['alternative']
abetal,
abetales,['plural']
abete,['alternative']
abetes,['plural']
abeto,
abeto alpino,
abeto de Douglas,
abeto del Cáucaso,
abetos,['plural']
abetos alpinos,['plural']
abetos de Douglas,['plural']
abetos del Cáucaso,['plural']
abiar,
abiares,['plural']
abierto,
abiertos,['plural']
abigarramiento,
abigarramientos,['plural']
abigeato,
abigeatos,['plural']
abigeo,
abigeos,['plural']
abiogénesis,['plural']
abipona,['feminine']
abiponas,"['feminine', 'plural']"
abiponas,['plural']
abipones,['plural']
abipón,
abiraterona,
abisinia,['feminine']
abisinias,['plural']
abisinias,"['feminine', 'plural']"
abisinio,
abisinios,['plural']
abismo,
abismos,['plural']
abispa,['alternative']
abispas,['plural']
abivas,
abiyanesa,['feminine']
abiyanesas,"['feminine', 'plural']"
abiyanesas,['plural']
abiyaneses,['plural']
abiyanés,
abjad,
abjades,['plural']
abjasia,['feminine']
abjasias,['plural']
abjasias,"['feminine', 'plural']"
abjasio,
abjasios,['plural']
abjaso,['alternative']
abjuraciones,['plural']
abjuración,
ablaciones,['plural']
ablación,
ablandador,
ablandadores,['plural']
ablandamiento,
ablandamientos,['plural']
ablativo,
ablativo absoluto,
ablativos absolutos,['plural']
abluciones,['plural']
ablución,
abnegaciones,['plural']
abnegación,
abobra,
abobras,['plural']
abodrita,
abodritas,['plural']
abogacía,
abogacías,['plural']
abogada,['feminine']
abogada de oficio,['feminine']
abogada defensora,['feminine']
abogada laboralista,['feminine']
abogadas,"['feminine', 'plural']"
abogadas,['plural']
abogadas de oficio,"['feminine', 'plural']"
abogadas de oficio,['plural']
abogadas defensoras,['plural']
abogadas defensoras,"['feminine', 'plural']"
abogadas laboralistas,"['feminine', 'plural']"
abogadas laboralistas,['plural']
abogade,
abogade gender-neutral,['canonical']
abogades,['plural']
abogadillo,
abogadillos,['plural']
abogadita,
abogaditas,['plural']
abogado,['masculine']
abogado de oficio,
abogado defensor,
abogado del diablo,
abogado laboralista,
abogados,['plural']
abogados,"['masculine', 'plural']"
abogados de oficio,['plural']
abogados defensores,['plural']
abogados del diablo,['plural']
abogados laboralistas,['plural']
abogángster,['alternative']
abogánster,
abogánsteres,['plural']
abolengo,
abolengos,['plural']
aboliciones,['plural']
abolicionismo,
abolicionismos,['plural']
abolicionista,
abolicionistas,['plural']
abolición,
abolladura,
abolladuras,['plural']
abomaso,
abomasos,['plural']
abombamiento,
abombamientos,['plural']
abominable hombre de las nieves,
abominables hombres de las nieves,['plural']
abominaciones,['plural']
abominación,
abonado,
abonados,['plural']
abonaré,
abonarés,['plural']
abonera,['feminine']
aboneras,"['feminine', 'plural']"
aboneras,['plural']
abonero,
aboneros,['plural']
abono,
abono de temporada,
abono inicial,
abono orgánico,
abonos,['plural']
abonos de temporada,['plural']
abonos iniciales,['plural']
abonos orgánicos,['plural']
abordador,
abordadora,['feminine']
abordadoras,"['feminine', 'plural']"
abordadoras,['plural']
abordadores,['plural']
abordaje,
abordajes,['plural']
abordamiento,
abordamientos,['plural']
abordo,
abordos,['plural']
aborigen,
aboriginal,
aboriginales,['plural']
aborrecimiento,
aborrecimientos,['plural']
abortadura,
abortaduras,['plural']
abortismo,
abortista,
abortistas,['plural']
aborto,
aborto inducido,
aborto involuntario,
abortones,['plural']
abortorio,
abortorios,['plural']
abortos,['plural']
abortos inducidos,['plural']
abortos involuntarios,['plural']
abortón,
aborígenes,['plural']
abotagamiento,
abotagamientos,['plural']
abotargamiento,['alternative']
abotargamientos,['plural']
abotonadura,
abotonaduras,['plural']
abovedamiento,
abovedamientos,['plural']
abra,
abracejo,
abracejos,['plural']
abras,['plural']
abrasiones,['plural']
abrasivo,
abrasivos,['plural']
abrasión,
abrazadera,
abrazaderas,['plural']
abrazo,
abrazos,['plural']
abrazote,
abrazotes,['plural']
abreboca,
abrebocas,['plural']
abrebotellas,['plural']
abrecartas,['plural']
abrefácil,
abrefáciles,['plural']
abrelatas,['plural']
abrenunciaciones,['plural']
abrenunciación,
abrepuertas,['plural']
abreuense,
abreuenses,['plural']
abrevadero,
abrevaderos,['plural']
abreviaciones,['plural']
abreviación,
abreviador,
abreviadores,['plural']
abreviamiento,
abreviamientos,['plural']
abreviatura,
abreviatura doble,
abreviaturas,['plural']
abreviaturas dobles,['plural']
abridor,
abridora,['feminine']
abridoras,"['feminine', 'plural']"
abridoras,['plural']
abridores,['plural']
abrigadero,
abrigaderos,['plural']
abrigaño,
abrigaños,['plural']
abrigo,
abrigos,['plural']
abril,
abriles,['plural']
abrillantador,
abrillantadores,['plural']
abrimiento,
abrimientos,['plural']
abrir,
abrires,['plural']
abrochador,
abrochadora,
abrochadoras,['plural']
abrochadores,['plural']
abrodita,
abroditas,['plural']
abrogaciones,['plural']
abrogación,
abrojal,
abrojales,['plural']
abrojo,
abrojo terrestre,
abrojos,['plural']
abrojos terrestres,['plural']
abrotaciones,['plural']
abrotación,
abrucesa,['feminine']
abrucesas,"['feminine', 'plural']"
abrucesas,['plural']
abruceses,['plural']
abrucés,
abrótano,
abrótano hembra,
abrótanos,['plural']
abrótanos hembras,['plural']
absceso,
abscesos,['plural']
abscisa,
abscisas,['plural']
abscisiones,['plural']
abscisión,
absencia,['alternative']
absencias,['plural']
absenta,
absentas,['plural']
absentismo,
absentismos,['plural']
absentista,
absentistas,['plural']
absidiola,
absidiolas,['plural']
absidiolo,
absidiolos,['plural']
absintina,
absintio,
absintios,['plural']
absoluciones,['plural']
absolución,
absolutismo,
absolutismos,['plural']
absolutista,
absolutistas,['plural']
absolutivo,
absolutivos,['plural']
absorbancia,
absorbancias,['plural']
absorbedor,
absorbedores,['plural']
absorbencia,
absorbencias,['plural']
absorbente,
absorbentes,['plural']
absorbimiento,
absorbimientos,['plural']
absorciones,['plural']
absorción,
absortividad,
absortividades,['plural']
abstemia,['feminine']
abstemias,"['feminine', 'plural']"
abstemias,['plural']
abstemio,
abstemios,['plural']
abstenciones,['plural']
abstencionismo,
abstencionista,
abstencionistas,['plural']
abstención,
abstergente,
abstergentes,['plural']
abstersiones,['plural']
abstersión,
abstinencia,
abstinencias,['plural']
abstracciones,['plural']
abstraccionismo,
abstraccionismos,['plural']
abstraccionista,
abstraccionistas,['plural']
abstracción,
absurdidad,
absurdidades,['plural']
absurdismo,
absurdismos,['plural']
absurdo,
absurdos,['plural']
abu,['alternative']
abubilla,
abubilla africana,
abubillas,['plural']
abubillas africanas,['plural']
abucheo,
abucheos,['plural']
abue,
abuela,['feminine']
abuela materna,
abuela paterna,
abuela política,['feminine']
abuelas,['plural']
abuelas,"['feminine', 'plural']"
abuelas maternas,['plural']
abuelas paternas,['plural']
abuelas políticas,['plural']
abuelas políticas,"['feminine', 'plural']"
abuelastra,['feminine']
abuelastras,"['feminine', 'plural']"
abuelastras,['plural']
abuelastro,
abuelastros,['plural']
abuele,
abuele gender-neutral,['canonical']
abueles,['plural']
abuelidad,
abuelidades,['plural']
abuelita,['feminine']
abuelitas,['plural']
abuelitas,"['feminine', 'plural']"
abuelito,['masculine']
abuelitos,"['masculine', 'plural']"
abuelitos,['plural']
abuelo,['masculine']
abuelo Cebolleta,
abuelo materno,
abuelo paterno,
abuelo político,
abuelos,['plural']
abuelos,"['masculine', 'plural']"
abuelos Cebolleta,['plural']
abuelos maternos,['plural']
abuelos paternos,['plural']
abuelos políticos,['plural']
abues,['plural']
abulense,
abulenses,['plural']
abulia,
abulias,['plural']
abulones,['plural']
abultamiento,
abultamientos,['plural']
abulón,
abundamiento,
abundamientos,['plural']
abundancia,
abundancias,['plural']
aburguesamiento,
aburguesamientos,['plural']
aburriciones,['plural']
aburrición,
aburrimiento,
aburrimientos,['plural']
abus,['plural']
abusador,
abusadora,['feminine']
abusadoras,"['feminine', 'plural']"
abusadoras,['plural']
abusadores,['plural']
abusividad,
abusividades,['plural']
abuso,
abuso de autoridad,
abuso de confianza,
abuso de menores,
abuso de poder,
abuso sexual,
abusones,['plural']
abusos,['plural']
abusos de autoridad,['plural']
abusos de confianza,['plural']
abusos de poder,['plural']
abusos sexuales,['plural']
abusón,
abuta,
abutas,['plural']
abyad,['alternative']
abyades,['plural']
abyecciones,['plural']
abyección,
abysmo,
abysmos,['plural']
abzima,
abzimas,['plural']
abáculo,
abáculos,['plural']
abásida,['alternative']
abásidas,['plural']
abésoda,
abésodas,['plural']
abéñola,
abéñolas,['plural']
abéñula,
abéñulas,['plural']
acabada,
acabadas,['plural']
acabado,
acabados,['plural']
acabamiento,
acabamientos,['plural']
acabo,
acabos,['plural']
acabose,
acaboses,['plural']
acacia,
acacia de Constantinopla,
acacias,['plural']
acacias de Constantinopla,['plural']
academia,
academia de idiomas,
academias,['plural']
academias de idiomas,['plural']
academicismo,
academicismos,['plural']
academicista,
academicistas,['plural']
academista,
academistas,['plural']
acadiana,['feminine']
acadianas,"['feminine', 'plural']"
acadianas,['plural']
acadiano,
acadianos,['plural']
acadio,
académica,['feminine']
académicas,"['feminine', 'plural']"
académicas,['plural']
académico,
académicos,['plural']
acaecimiento,
acaecimientos,['plural']
acal,
acalasia,
acalasias,['plural']
acales,['plural']
acalifa,
acalifas,['plural']
acaloramiento,
acaloramientos,['plural']
acambarense,
acambarenses,['plural']
acampada,
acampadas,['plural']
acampamento,['alternative']
acampamentos,['plural']
acampante,
acampantes,['plural']
acanaladura,
acanaladuras,['plural']
acano,['alternative']
acantilado,
acantilados,['plural']
acantisita,
acantisitas,['plural']
acantita,
acanto,
acantocito,
acantocitos,['plural']
acantocéfalo,
acantocéfalos,['plural']
acantonamiento,
acantonamientos,['plural']
acantos,['plural']
acantosis,['plural']
acaparaciones,['plural']
acaparación,
acaparador,
acaparadora,['feminine']
acaparadoras,"['feminine', 'plural']"
acaparadoras,['plural']
acaparadores,['plural']
acaparamiento,
acaparamientos,['plural']
acapulqueña,['feminine']
acapulqueñas,"['feminine', 'plural']"
acapulqueñas,['plural']
acapulqueño,
acapulqueños,['plural']
acarbosa,
acariciador,
acariciadora,['feminine']
acariciadoras,['plural']
acariciadoras,"['feminine', 'plural']"
acariciadores,['plural']
acaricida,
acaricidas,['plural']
acarnania,['feminine']
acarnanias,"['feminine', 'plural']"
acarnanias,['plural']
acarnanio,
acarnanios,['plural']
acarofobia,
acarreo,
acarreos,['plural']
acartonamiento,
acartonamientos,['plural']
acatamiento,
acatamientos,['plural']
acateca,['feminine']
acatecas,['plural']
acatecas,"['feminine', 'plural']"
acateco,
acatecos,['plural']
acatisia,
acatisias,['plural']
acazanate,
acazanates,['plural']
accesibilidad,
accesibilidades,['plural']
accesiones,['plural']
accesitario,
accesitarios,['plural']
accesión,
acceso,
acceso directo,
accesoriedad,
accesoriedades,['plural']
accesorio,
accesorios,['plural']
accesos,['plural']
accesos directos,['plural']
accidentabilidad,
accidentabilidades,['plural']
accidental,
accidentales,['plural']
accidentalidad,
accidentalidades,['plural']
accidentalismo,
accidentalista,
accidentalistas,['plural']
accidente,
accidente cerebro vascular,['alternative']
accidente cerebrovascular,
accidente de trabajo,
accidentes,['plural']
accidentes cerebro vasculares,['plural']
accidentes cerebrovasculares,['plural']
accidentes de trabajo,['plural']
accionador,
accionadores,['plural']
accionamiento,
accionamientos,['plural']
accionante,
accionantes,['plural']
accionaria,['feminine']
accionariado,
accionariados,['plural']
accionarias,"['feminine', 'plural']"
accionarias,['plural']
accionario,
accionarios,['plural']
acciones,['plural']
acciones comunes,['plural']
acciones de guerra,['plural']
acciones diluidas,
acciones directas,['plural']
acciones preferentes,['plural']
acciones reivindicatorias,['plural']
accionismo,
accionismos,['plural']
accionista,
accionistas,['plural']
acciopopulista,
acciopopulistas,['plural']
accipopulista,['alternative']
accipopulistas,['plural']
accitana,['feminine']
accitanas,['plural']
accitanas,"['feminine', 'plural']"
accitano,
accitanos,['plural']
acción,
acción común,
acción de gracias,
acción de guerra,
acción directa,
acción en vivo,
acción preferente,
acción real,
acción reivindicatoria,
accésit,['plural']
ace,
acebedo,
acebedos,['plural']
acebibe,
acebibes,['plural']
acebiño,
acebiños,['plural']
acebo,
acebos,['plural']
acebuchal,
acebuchales,['plural']
acebuche,
acebuches,['plural']
acechador,
acechadora,['feminine']
acechadoras,"['feminine', 'plural']"
acechadoras,['plural']
acechadores,['plural']
acechanza,
acechanzas,['plural']
aceche,
aceches,['plural']
acecho,
acechos,['plural']
acedera,
acedera común,
acederaque,
acederaques,['plural']
acederas,['plural']
acederas comunes,['plural']
acedo,
acedos,['plural']
acedía,
acedías,['plural']
acefalia,
acefalias,['plural']
acefalía,['alternative']
aceifa,
aceifas,['plural']
aceitazo,
aceitazos,['plural']
aceite,
aceite de canola,
aceite de coco,
aceite de colza,
aceite de girasol,
aceite de hígado de bacalao,
aceite de oliva,
aceite de oliva extra virgen,
aceite de oliva virgen,
aceite de palma,
aceite de ricino,
aceite de sésamo,
aceite esencial,
aceite mineral,
aceite onotado,
aceite vegetal,
aceitera,['feminine']
aceiteras,['plural']
aceiteras,"['feminine', 'plural']"
aceitero,
aceiteros,['plural']
aceites,['plural']
aceites de canola,['plural']
aceites de coco,['plural']
aceites de colza,['plural']
aceites de girasol,['plural']
aceites de hígado de bacalao,['plural']
aceites de oliva,['plural']
aceites de oliva extra virgen,['plural']
aceites de oliva virgen,['plural']
aceites de palma,['plural']
aceites de sésamo,['plural']
aceites esenciales,['plural']
aceites minerales,['plural']
aceites onotados,['plural']
aceites vegetales,['plural']
aceituna,
aceituna negra,
aceitunas,['plural']
aceitunas negras,['plural']
aceitunera,['feminine']
aceituneras,"['feminine', 'plural']"
aceituneras,['plural']
aceitunero,
aceituneros,['plural']
aceituno,
aceitunos,['plural']
aceituní,['alternative']
aceleraciones,['plural']
aceleracionismo,
aceleracionismos,['plural']
aceleración,
acelerador,
acelerador de partículas,
aceleradores,['plural']
aceleradores de partículas,['plural']
aceleramiento,
aceleramientos,['plural']
acelerante,
acelerantes,['plural']
acelerones,['plural']
acelerógrafo,
acelerógrafos,['plural']
acelerómetro,
acelerómetros,['plural']
acelerón,
acelga,
acelgas,['plural']
acembuche,['alternative']
