form,tags
Ajacéennes,['plural']
Ajacéens,['plural']
Akkadien,
Akkadienne,['feminine']
Akkadiennes,['plural']
Akkadiens,['plural']
Alabama,
Alabamien,
Alabamienne,['feminine']
Alabamiennes,['plural']
Alabamiens,['plural']
Alaskain,
Alaskaine,['feminine']
Alaskaines,['plural']
Alaskains,['plural']
Alaskien,
Alaskienne,['feminine']
Alaskiennes,['plural']
Alaskiens,['plural']
Albanais,['plural']
Albanaise,['feminine']
Albanaises,['plural']
Albanien,
Albanienne,['feminine']
Albaniens,['plural']
Albertain,
Albertaine,['feminine']
Albertaines,['plural']
Albertains,['plural']
Albion,
Alexandrin,
Alexandrine,['feminine']
Alexandrines,['plural']
Alexandrins,['plural']
Alfa,['plural']
Algérien,
Algérienne,['feminine']
Algériennes,['plural']
Algériens,['plural']
Allemand,
Allemande,['feminine']
Allemandes,['plural']
Allemands,['plural']
Almohade,
Almohades,['plural']
Almoravide,
Almoravides,['plural']
Alpicois,['plural']
Alpicoise,['feminine']
Alpicoises,['plural']
Alsacien,
Alsacienne,['feminine']
Alsaciennes,['plural']
Alsaciens,['plural']
Alépin,
Alépine,['feminine']
Alépins,['plural']
Amazonification,
Amazonifications,['plural']
Ambazoni,
Ambazonie,['feminine']
Ambazonis,['plural']
Amhara,
Amharas,['plural']
Ami,['plural']
Amiénois,['plural']
Amiénoise,['feminine']
Amiénoises,['plural']
Américain,
Américaine,['feminine']
Américaines,['plural']
Américains,['plural']
Amérindien,['alternative']
Amérindienne,['feminine']
Amérindiennes,['plural']
Amérindiens,['plural']
Amériquain,['alternative']
Anasazi,
Anasazis,['plural']
Ancônitain,
Ancônitaine,['feminine']
Ancônitaines,['plural']
Ancônitains,['plural']
Andalou,['masculine']
Andalous,['plural']
Andalouse,['feminine']
Andalouses,['plural']
Andorran,['masculine']
Andorrane,['feminine']
Andorranes,['plural']
Andorrans,['plural']
Andretti,
Andrettis,['plural']
Angelin,
Angeline,['feminine']
Angelines,['plural']
Angelins,['plural']
Angevin,
Angevine,['feminine']
Angevins,['plural']
Anglais,['plural']
Anglaise,['feminine']
Anglaises,['plural']
Angliche,
Angliches,['plural']
Anglois,['alternative']
Anglois,['plural']
Angloise,['feminine']
Angloises,['plural']
Angolais,['plural']
Angolaise,['feminine']
Angolaises,['plural']
Anguillan,
Anguillanne,['feminine']
Anguillannes,['plural']
Anguillans,['plural']
Angéline,['alternative']
Annamite,
Annamites,['plural']
Annécien,
Annécienne,['feminine']
Annéciennes,['plural']
Annéciens,['plural']
Antarès,
Antibois,['plural']
Antiboise,['feminine']
Antiboises,['plural']
Antillais,['plural']
Antillaise,['feminine']
Antillaises,['plural']
Antiochien,
Antiochienne,['feminine']
Antiochiens,['plural']
Anversois,['plural']
Anversoise,['feminine']
Anversoises,['plural']
Aostois,['plural']
Aostoise,['feminine']
Aostoises,['plural']
Apamène,
Apamènes,['plural']
Apaméen,
Apaméenne,['feminine']
Apaméennes,['plural']
Apaméens,['plural']
Arabe,
Arabes,['plural']
Aragonais,['plural']
Aragonaise,['feminine']
Aragonaises,['plural']
Araméen,
Araméenne,['feminine']
Araméennes,['plural']
Araméens,['plural']
Arcadien,
Arcadienne,['feminine']
Arcadiennes,['plural']
Arcadiens,['plural']
Ardéchois,['plural']
Ardéchoise,['feminine']
Ardéchoises,['plural']
Argentin,
Argentine,['feminine']
Argentines,['plural']
Argentins,['plural']
Ariégeois,['plural']
Ariégeoise,['feminine']
Armoricain,
Armoricaine,['feminine']
Armoricains,['plural']
Arménien,
Arménienne,['feminine']
Arméniennes,['plural']
Arméniens,['plural']
Art déco,
Artésien,
Artésienne,['feminine']
Artésiennes,['plural']
Artésiens,['plural']
Asiatique,
Asiatiques,['plural']
Asperger,
Assemblée nationale,
Assemblées nationales,['plural']
Asturien,['masculine']
Asturienne,['feminine']
Asturiennes,['plural']
Asturiens,['plural']
Athénien,
Athénienne,['feminine']
Athéniennes,['plural']
Athéniens,['plural']
Aucunois,['plural']
Aucunoise,['feminine']
Aucunoises,['plural']
Australien,
Australienne,['feminine']
Australiennes,['plural']
Australiens,['plural']
Auteuillois,['plural']
Auteuilloise,['feminine']
Auteuilloises,['plural']
Autrichien,
Autrichienne,['feminine']
Autrichiennes,['plural']
Autrichiens,['plural']
Auvergnat,
Auvergnate,['feminine']
Auvergnates,['plural']
Auvergnats,['plural']
Av.,
Avent,
Aveyronnais,['plural']
Aveyronnaise,['feminine']
Aveyronnaises,['plural']
Avignonnais,['plural']
Avignonnaise,['feminine']
Avignonnaises,['plural']
Axonais,['plural']
Axonaise,['feminine']
Axonaises,['plural']
Aymara,
Aymaras,['plural']
Azerbaïdjanais,['plural']
Azerbaïdjanaise,['feminine']
Azerbaïdjanaises,['plural']
Aztèque,
Aztèques,['plural']
Azéri,
Azérie,['feminine']
Azéries,['plural']
Azéris,['plural']
Açorien,['alternative']
Açorienne,['feminine']
Açoriennes,['plural']
Açoriens,['plural']
Açoréen,['masculine']
Açoréenne,['feminine']
Açoréennes,['plural']
Açoréens,['plural']
Aéronien,
Aïd,
Aïds,['plural']
B. P.,['alternative']
B. V.,['alternative']
B./P.,['alternative']
B./V.,['alternative']
B.P.,['alternative']
B.V.,['alternative']
B/P,
B/V,['alternative']
BATRAL,['plural']
BD,['plural']
BDK,
BDQ,
BEP,['plural']
BFC,
BFCs,['plural']
BFF,
BFFs,['plural']
BFILE,
BFILEs,['plural']
BFR,
BFRs,['plural']
BIG,
BIGs,['plural']
BIP,['plural']
BLOB,
BLOBs,['plural']
BM,['plural']
BMW,['plural']
BO,['plural']
BP,['alternative']
BPA,['plural']
BPC,
BPCs,['plural']
BPS,
BPs,['plural']
BRAV-M,['plural']
BTP,
BV,['alternative']
BZD,
BZDs,['plural']
Babylonien,
Babylonienne,['feminine']
Babyloniennes,['plural']
Babyloniens,['plural']
Bachkir,
Bachkire,['feminine']
Bachkirs,['plural']
Badois,['plural']
Badoise,['feminine']
Badoises,['plural']
Bahamien,
Bahamienne,['feminine']
Bahamiennes,['plural']
Bahamiens,['plural']
Bahaméen,
Bahaméenne,['feminine']
Bahaméennes,['plural']
Bahaméens,['plural']
Bahreïni,
Bahreïnie,['feminine']
Bahreïnien,
Bahreïnienne,['feminine']
Bahreïniennes,['plural']
Bahreïniens,['plural']
Bahreïnies,['plural']
Bahreïnis,['plural']
Bakinois,['plural']
Bakinoise,['feminine']
Bakinoises,['plural']
Bakélite,
Balinais,['plural']
Balinaise,['feminine']
Balinaises,['plural']
Baléare,
Baléares,['plural']
Bangkokien,
Bangkokienne,['feminine']
Bangkokiennes,['plural']
Bangkokiens,['plural']
Bantou,
Bantous,['plural']
Bar.,['plural']
Barbadien,['masculine']
Barbadienne,['feminine']
Barbadiennes,['plural']
Barbadiens,['plural']
Barbudien,
Barbudienne,['feminine']
Barbudiennes,['plural']
Barbudiens,['plural']
Bartonien,
Basque,
Basques,['plural']
Basse-Terrien,
Basse-Terrienne,['feminine']
Basse-Terriennes,['plural']
Basse-Terriens,['plural']
Batave,
Bataves,['plural']
Bavarois,['plural']
Bavaroise,['feminine']
Bavaroises,['plural']
Bayraktar,
Bayraktars,['plural']
Beaujolais,['plural']
Beaujolaise,['feminine']
Beaujolaises,['plural']
Belge,
Belges,['plural']
Berbère,
Berbères,['plural']
Bercy,['plural']
Berlinois,['plural']
Berlinoise,['feminine']
Berlinoises,['plural']
Berlugan,
Berlugane,['feminine']
Berlugans,['plural']
Bermudien,['masculine']
Bermudienne,['feminine']
Bermudiennes,['plural']
Bermudiens,['plural']
Besantin,
Besantine,['feminine']
Besantines,['plural']
Besantins,['plural']
Beur,['alternative']
Beyrouthin,
Beyrouthine,['feminine']
Beyrouthines,['plural']
Beyrouthins,['plural']
Bhoutanais,['plural']
Bhoutanaise,['feminine']
Bhoutanaises,['plural']
Biarrot,
Biarrote,['feminine']
Biarrotes,['plural']
Biarrots,['plural']
Bidule,
Big Mac,['plural']
Big Macs,['plural']
Birman,
Birmane,['feminine']
Birmanes,['plural']
Birmans,['plural']
Bishnoï,
Bishnoïe,['feminine']
Bishnoïs,['plural']
Bisontin,
Bisontine,['feminine']
Bisontines,['plural']
Bisontins,['plural']
Biterrois,['plural']
Biturige,
Bituriges,['plural']
Biélorusse,
Biélorusses,['plural']
Black,
Black Friday,
Blacks,['plural']
Blanc,
Blanc de Hotot,
Blanc-Russien,
Blanche,['feminine']
Blanche-Russienne,['feminine']
Blanches,['plural']
Blancs,['plural']
Blancs de Hotot,['plural']
Blancs-Russiens,['plural']
Bn.,['plural']
Boche,
Boches,['plural']
Bolivien,
Bolivienne,['feminine']
Boliviennes,['plural']
Boliviens,['plural']
Bolonais,['plural']
Bolonaise,['feminine']
Bolonaises,['plural']
Bon Samaritain,
Bons Samaritains,['plural']
Bordelais,['plural']
Bordelaise,['feminine']
Bordelaises,['plural']
Bordelois,['alternative']
Bosniaque,
Bosniaques,['plural']
Bosnien,
Bosnienne,['feminine']
Bosniennes,['plural']
Bosniens,['plural']
Bostonien,
Bostonienne,['feminine']
Bostoniennes,['plural']
Bostoniens,['plural']
Botswanais,['plural']
Botswanaise,['feminine']
Botswanaises,['plural']
Boulonnais,['plural']
Boulonnaise,['feminine']
Boulonnaises,['plural']
Bourbonnais,['plural']
Bourbonnaise,['feminine']
Bourguignon,
Bourguignonne,['feminine']
Bourguignonnes,['plural']
Bourguignons,['plural']
Bouroundais,['plural']
Bouroundaise,['feminine']
Bouroundaises,['plural']
Brestois,['plural']
Brestoise,['feminine']
Brestoises,['plural']
Breton,
Bretonne,['feminine']
Bretonnes,['plural']
Bretons,['plural']
Briard,
Briarde,['feminine']
Briards,['plural']
Bristolien,
Bristolienne,['feminine']
Bristoliennes,['plural']
Bristoliens,['plural']
Britannique,
Britanniques,['plural']
Britanno-Colombien,
Britanno-Colombienne,['feminine']
Britanno-Colombiennes,['plural']
Britanno-Colombiens,['plural']
Brugeois,['plural']
Brugeoise,['feminine']
Brugeoises,['plural']
Bruxellois,['plural']
Bruxelloise,['feminine']
Bruxelloises,['plural']
Brésilien,
Brésilienne,['feminine']
Brésiliennes,['plural']
Brésiliens,['plural']
Bulgare,
Bulgares,['plural']
Burgonde,
Burgondes,['plural']
Burundais,['plural']
Burundaise,['feminine']
Burundaises,['plural']
Bâlois,['plural']
Bâloise,['feminine']
Bâloises,['plural']
Béarnais,['plural']
Bédouin,
Bédouine,['feminine']
Bédouins,['plural']
Bélier,
Béliers,['plural']
Bélizien,
Bélizienne,['feminine']
Béliziennes,['plural']
Béliziens,['plural']
Béninois,['plural']
Béninoise,['feminine']
Béninoises,['plural']
Bérabich,
Bérabiches,['plural']
Bérytien,
Bérytienne,['feminine']
Bérytiennes,['plural']
Bérytiens,['plural']
C-B,['alternative']
C.,['plural']
C. B.,['alternative']
C.-B.,['alternative']
C.B.,['alternative']
C.Bon.,['plural']
C.Bssn.,['plural']
C4,['plural']
CA,
CAC,['plural']
CAO,
CAS,
CASs,['plural']
CAm,['alternative']
CAs,['plural']
CB,['plural']
CCE,
CCEs,['plural']
CD,['plural']
CDD,['plural']
CDI,['plural']
CE,['plural']
CEDEX,['plural']
CELI,
CELIs,['plural']
CEP,['plural']
CES,['plural']
CF,
CFs,['plural']
CH,
CHSLD,['plural']
CHU,['plural']
CHs,['plural']
CIF,['plural']
CLM,
CLOM,['plural']
CLSC,['plural']
CNTP,
COV,['plural']
CPA,
CPAs,['plural']
CPE,['plural']
CPE,['alternative']
CPF,['plural']
CPM,
CQ,
CRS,['plural']
CS,
CSEM,
CSP,['plural']
CSP+,
CSSS,
CSSSs,['plural']
CSs,['plural']
CTT,['plural']
CV,['alternative']
CVR,
CVRs,['plural']
CVT,
CaC,['plural']
Cachemiri,
Cachemirie,['feminine']
Cachemiries,['plural']
Cachemiris,['plural']
Cadi,['alternative']
Cadien,
Cadienne,['feminine']
Cadiennes,['plural']
Cadiens,['plural']
Cadjin,['alternative']
Cadjinne,['feminine']
Cadjinnes,['plural']
Cadjins,['plural']
Caennais,['plural']
Caennaise,['feminine']
Caennaises,['plural']
Cagliaritain,
Cagliaritaine,['feminine']
Cagliaritaines,['plural']
Cagliaritains,['plural']
Cairote,
Cairotes,['plural']
Calaisien,
Calaisienne,['feminine']
Calaisiennes,['plural']
Calaisiens,['plural']
Calgarien,
Calgarienne,['feminine']
Calgariens,['plural']
Californien,
Californienne,['feminine']
Californiennes,['plural']
Californiens,['plural']
Camarde,['alternative']
Camardes,['plural']
Camboricien,
Camboricienne,['feminine']
Camboriciennes,['plural']
Camboriciens,['plural']
Camerounais,['plural']
Camerounaise,['feminine']
Camerounaises,['plural']
Canadien,
Canadienne,['feminine']
Canadiennes,['plural']
Canadiens,['plural']
Canaque,['alternative']
Canarien,
Canarienne,['feminine']
Canariennes,['plural']
Canariens,['plural']
Cancer,
Cancers,['plural']
Cannois,['plural']
Cannoise,['feminine']
Cannoises,['plural']
Cantalien,
Cantalienne,['feminine']
Cantaliens,['plural']
Cantonais,['plural']
Cantonaise,['feminine']
Cantonaises,['plural']
Cantonnier,
Cantonniers,['plural']
Cantonnière,['feminine']
Cantonnières,['plural']
Caouanne,['alternative']
Cap-verdien,['alternative']
Cappadocien,
Cappadocienne,['feminine']
Cappadociennes,['plural']
Cappadociens,['plural']
Capricorne,
Capricornes,['plural']
Capverdien,['masculine']
Capverdienne,['feminine']
Capverdiennes,['plural']
Capverdiens,['plural']
Carcassonnais,['plural']
Carcassonnaise,['feminine']
Carthaginois,['plural']
Carthaginoise,['feminine']
Carthaginoises,['plural']
Catalan,
Catalane,['feminine']
Catalanes,['plural']
Catalans,['plural']
Catanais,['plural']
Catanaise,['feminine']
Catanaises,['plural']
Caucasien,
Caucasienne,['feminine']
Caucasiennes,['plural']
Caucasiens,['plural']
Cauri,['alternative']
Cb.,['plural']
Celte,
Celtes,['plural']
Centrafricain,['masculine']
Centrafricaine,['feminine']
Centrafricaines,['plural']
Centrafricains,['plural']
Centrasiatique,['alternative']
Centrasiatiques,['plural']
Centre-Asiatique,['alternative']
Centre-Asiatiques,['plural']
Chalonnais,['plural']
Chalonnaise,['feminine']
Chalonnaises,['plural']
Cham,['feminine']
Chambre des communes,
Chambres des communes,['plural']
Chambérien,
Chambérienne,['feminine']
Chambériennes,['plural']
Chambériens,['plural']
Chamoniard,
Chamoniarde,['feminine']
Chamoniards,['plural']
Champenois,['plural']
Champenoise,['feminine']
Champenoises,['plural']
Chams,
Cheyenne,
Cheyennes,['plural']
Chiac,
Chicagoain,['alternative']
Chicagoan,
Chicagoane,['feminine']
Chicagoans,['plural']
Chicagolais,['plural']
Chicagolaise,['feminine']
Chilien,
Chilienne,['feminine']
Chiliennes,['plural']
Chiliens,['plural']
Chinetoque,['alternative']
Chinois,['plural']
Chinoise,['feminine']
Chinoises,['plural']
Chleuh,
Chleuhe,['feminine']
Chleuhes,['plural']
Chleuhs,['plural']
Chrétien,
Chrétienne,['feminine']
Chrétiennes,['plural']
Chrétiens,['plural']
Chti,
Chtimi,
Chtimis,['plural']
Chtis,['plural']
Chypriote,['alternative']
Chypriotes,['plural']
Ciotaden,
Ciotadenne,['feminine']
Ciotadens,['plural']
Circassien,
Circassienne,['feminine']
Circassiennes,['plural']
Circassiens,['plural']
Cl.,['plural']
Clermontois,['plural']
Clermontoise,['feminine']
Clermontoises,['plural']
Closomat,
Closomats,['plural']
Colombard,
Colombarde,['feminine']
Colombardes,['plural']
Colombards,['plural']
Colombien,
Colombienne,['feminine']
Colombiennes,['plural']
Colombiens,['plural']
Colombo-Britannique,
Colombo-Britanniques,['plural']
Commune,
Communes,['plural']
Comorien,['masculine']
Comorienne,['feminine']
Comoriennes,['plural']
Comoriens,['plural']
Comtois,['plural']
Comtoise,['feminine']
Comtoises,['plural']
Con.Bn.,['plural']
Congolais,['plural']
Congolaise,['feminine']
Congolaises,['plural']
Constantinopolitain,['masculine']
Constantinopolitaine,['feminine']
Constantinopolitaines,['plural']
Constantinopolitains,['plural']
Cordouan,
Cordouanne,['feminine']
Cordouannes,['plural']
Cordouans,['plural']
Corfiote,
Corfiotes,['plural']
Corinne,
Corinthien,
Corinthienne,['feminine']
Corinthiennes,['plural']
Corinthiens,['plural']
Corrézien,['masculine']
Corrézienne,['feminine']
Corréziennes,['plural']
Corréziens,['plural']
Corse,
Corses,['plural']
Coréen,
Coréenne,['feminine']
Coréennes,['plural']
Coréens,['plural']
Cosaque,
Cosaques,['plural']
Costaricain,
Costaricaine,['feminine']
Costaricaines,['plural']
Costaricains,['plural']
Costaricien,['masculine']
Costaricienne,['feminine']
Costariciennes,['plural']
Costariciens,['plural']
Coupe du Monde,['alternative']
Coupes du Monde,['plural']
Couserannais,['plural']
Couserannaise,['feminine']
Cracovien,['masculine']
Cracovienne,['feminine']
Cracoviennes,['plural']
Cracoviens,['plural']
Creusois,['plural']
Creusoise,['feminine']
Creusoises,['plural']
Cri,['masculine']
Crie,['feminine']
Cries,['plural']
Cris,['plural']
Crnt.,['plural']
Cro-Magnon,
Cro-Magnons,['plural']
Croate,
Croates,['plural']
Créole,
Créoles,['plural']
Crétois,['plural']
Crétoise,['feminine']
Crétoises,['plural']
Cubain,
Cubaine,['feminine']
Cubaines,['plural']
Cubains,['plural']
Cymb.,
Cypriote,
Cypriotes,['plural']
Cène,
Céfran,
Céfrans,['plural']
Célestial,
Célestials,['plural']
Cᶦᵉ,['alternative']
D10,
D12,
D20,
D4,
D6,
D8,
DAB,
DALO,
DCA,
DDT,
DEA,['plural']
DEET,
DEETs,['plural']
DELF,
DEUG,['plural']
DEUGS,['plural']
DEUGs,['plural']
DIF,['plural']
DIH,
DIU,
DJ,['plural']
DJs,['plural']
DOM,['plural']
DRH,['plural']
DS,
DVC,
DVD,['plural']
DVG,
DZ,
Daghestanais,['plural']
Daghestanaise,['feminine']
Dahoméen,['masculine']
Dahoméenne,['feminine']
Dahoméennes,['plural']
Dahoméens,['plural']
Dakarois,['plural']
Dakaroise,['feminine']
Dakaroises,['plural']
Damascène,
Damascènes,['plural']
Dame Nature,
Danois,['plural']
Danoise,['feminine']
Danoises,['plural']
Dantoniste,['alternative']
Dauphinois,['plural']
Dauphinoise,['feminine']
Dauphinoises,['plural']
Der des Der,['alternative']
Der des Ders,['alternative']
Deug,['alternative']
Dieppois,['plural']
Dieppoise,['feminine']
Dieppoises,['plural']
Dijonnais,['plural']
Dijonnaise,['feminine']
Dijonnaises,['plural']
Djiboutien,
Djiboutienne,['feminine']
Djiboutiennes,['plural']
Djiboutiens,['plural']
Dominicain,
Dominicaine,['feminine']
Dominicaines,['plural']
Dominicains,['plural']
Dominiquais,['plural']
Dominiquaise,['feminine']
Dominiquaises,['plural']
Donaldvillois,['plural']
Donaldvilloise,['feminine']
Donaldvilloises,['plural']
Donaldvilloiss,
Dordognais,['plural']
Dordognaise,['feminine']
Dordognaises,['plural']
Doubien,
Doubienne,['feminine']
Doubiens,['plural']
Dr,
Dr.,
Drac,['alternative']
Dre,
Dre.,
Drômois,['plural']
Drômoise,['feminine']
Dunkerquois,['plural']
Dunkerquoise,['feminine']
Dunkerquoises,['plural']
Dʳ,"['canonical', 'masculine']"
Dʳ.,"['canonical', 'masculine']"
Dʳˢ,['plural']
Dʳˢ.,['plural']
Dʳᵉ,"['canonical', 'feminine']"
Dʳᵉ.,"['canonical', 'feminine']"
Dʳᵉˢ,['plural']
Dʳᵉˢ.,['plural']
E,
E-mail,['alternative']
EBE,
EBEs,['plural']
ECU,
EDM,
EEI,['plural']
EHPAD,['plural']
EMS,
EMSs,['plural']
ENS,['plural']
EO,
EP,
EPE,
EPEs,['plural']
EPI,['plural']
EPS,['plural']
EPs,['plural']
ESB,
EVG,
EVGs,['plural']
EXD,
EXG,
Eceh,
Ecossais,['alternative']
Ecossais,['plural']
Ecossaise,['alternative']
Ecossaise,['feminine']
Ecossaises,['plural']
Edmontonien,
Edmontonienne,['feminine']
Edmontoniennes,['plural']
Edmontoniens,['plural']
Egyptien,['alternative']
Egyptienne,['feminine']
Egyptiennes,['plural']
Egyptiens,['plural']
Ehpad,['alternative']
Ehpad,['plural']
Elvinois,['plural']
Elvinoise,['feminine']
Elvinoises,['plural']
Empereur,
Empereur-Dieu,
Empereurs,['plural']
Empyrée,['alternative']
Equatorien,['alternative']
Equatorienne,['feminine']
Equatoriennes,['plural']
Equatoriens,['plural']
Eskimo,['alternative']
Eskimos,['plural']
Espagnol,
Espagnole,['feminine']
Espagnoles,['plural']
Espagnols,['plural']
Esquimau,['alternative']
Esquimaux,['plural']
Essonnien,
Essonnienne,['feminine']
Essonniens,['plural']
Est-Allemand,
Est-Allemande,['feminine']
Est-Allemands,['plural']
Est-Asiatique,
Est-Asiatiques,['plural']
Estonien,
Estonienne,['feminine']
Estoniennes,['plural']
Estoniens,['plural']
Etat,['alternative']
Etats,['plural']
Ethiopien,['alternative']
Ethiopienne,['alternative']
Ethiopienne,['feminine']
Ethiopiennes,['plural']
Ethiopiens,['plural']
Eucharistie,['alternative']
Eucharisties,['plural']
Eurasien,
Eurasienne,['feminine']
Eurasiennes,['plural']
Eurasiens,['plural']
Européen,
Européenne,['feminine']
Européennes,['plural']
Européens,['plural']
Ewok,
Ewoks,['plural']
Exocet,
Exocets,['plural']
Export,
FA,
FAL,
FALs,['plural']
FAQ,['plural']
FAs,['plural']
FDP,
FIBA,
FIBAs,['plural']
FLE,
FLÉ,['alternative']
FN FAL,['alternative']
FN FAL,['plural']
FN-FAL,['plural']
Falklandais,['plural']
Falklandaise,['feminine']
Falklandaises,['plural']
Fatimide,
Fatimides,['plural']
Fentanyl,['alternative']
FibA,
FibAs,['plural']
Fidjien,
Fidjienne,['feminine']
Fidjiennes,['plural']
Fidjiens,['plural']
Fils du Ciel,['plural']
Finistérien,['plural']
Finistérienne,['feminine']
Finistériennes,['plural']
Finlandais,['plural']
Finlandaise,['feminine']
Finlandaises,['plural']
Finnois,['plural']
Finnoise,['feminine']
Finnoises,['plural']
Fl.,['plural']
Flamand,
Flamande,['feminine']
Flamandes,['plural']
Flamands,['plural']
Flandrien,['masculine']
Flandrienne,['feminine']
Flandriennes,['plural']
Flandriens,['plural']
Florentin,
Florentine,['feminine']
Florentines,['plural']
Florentins,['plural']
Floridien,
Floridienne,['feminine']
Floridiens,['plural']
Force,
Forces,['plural']
Ford,
Fords,['plural']
Formule,"['canonical', 'feminine']"
Formule 1,
Formule un,['alternative']
Fraignaud,
Fraignaude,['feminine']
Fraignauds,['plural']
Franc,
Francfortois,['plural']
Francfortoise,['feminine']
Francfortoises,['plural']
Francien,
Francienne,['feminine']
Franciens,['plural']
Francilien,
Francilienne,['feminine']
Franciliennes,['plural']
Franciliens,['plural']
Franco-Ontarien,
Franco-Ontarienne,['feminine']
Franco-Ontariennes,['plural']
Franco-Ontariens,['plural']
Franconien,
Franconienne,['feminine']
Franconiennes,['plural']
Franconiens,['plural']
Francs,['plural']
Franque,['feminine']
Franques,['plural']
Fransaskois,['plural']
Fransaskois,['masculine']
Fransaskoise,['feminine']
Fransaskoises,['plural']
Français,['plural']
Français de papier,['plural']
Français de souche,['plural']
Française,['feminine']
Française de papier,['feminine']
Française de souche,['feminine']
Françaises,['plural']
François,['alternative']
Frasnois,['plural']
Frasnoise,['feminine']
French Touch,['alternative']
French touch,['alternative']
Frison,
Frisonne,['feminine']
Frisonnes,['plural']
Frisons,['plural']
Frégate,['plural']
Fuégien,
Fuégienne,['feminine']
Fuégiens,['plural']
Féroïen,
Féroïenne,['feminine']
Féroïennes,['plural']
Féroïens,['plural']
G-G,['alternative']
G. G.,['alternative']
G.-G.,['alternative']
G.G.,['alternative']
GA,
GAB,
GES,
GESs,['plural']
GEU,
GG,['plural']
GN,
GNL,
GP,['alternative']
GPA,['plural']
GPL,
GPs,['plural']
GSM,['plural']
Gabonais,['plural']
Gabonaise,['feminine']
Gabonaises,['plural']
Gaillacois,['plural']
Gaillacoise,['feminine']
Gaillacoises,['plural']
Gal,
Galicien,
Galicienne,['feminine']
Galiciennes,['plural']
Galiciens,['plural']
Galiléen,
Galiléenne,['feminine']
Galiléennes,['plural']
Galiléens,['plural']
Gallois,['plural']
Galloise,['feminine']
Galloises,['plural']
Gambien,
Gambienne,['feminine']
Gambiennes,['plural']
Gambiens,['plural']
Gandois,['plural']
Gandoise,['feminine']
Gandoises,['plural']
Gascon,
Gasconne,['feminine']
Gasconnes,['plural']
Gascons,['plural']
Gasmule,
Gasmules,['plural']
Gatinois,['plural']
Gatinois,['masculine']
Gatinoise,['feminine']
Gatinoises,['plural']
Gaulois,['plural']
Gauloise,['feminine']
Gauloises,['plural']
Gazaouite,
Gazaouites,['plural']
Genesis,
Genevois,['plural']
